;barcode;mms id
490;UM520015;990038527440205510
491;UM1007968;990065927870205510
492;UM1005363;990057391420205510
493;UM1005387;990057391430205510
494;UM1004450;990058858140205510
495;UM1013485;990073365540205510
496;UM1014838;990075891600205510
497;UM520231;990057342980205510
498;UM514095;990045263070205510
499;UM520029;990057363180205510
500;UM1009866;990066039030205510
501;UM1008591;990059138340205510
502;UM586106;990057377900205510
503;UM632029;990057383060205510
504;UM513342;990017553850205510
505;UM1008128;990058175690205510
506;UM579791;990011604370205510
507;UM635904;990057390720205510
508;UM579291;990014531310205510
509;UM519959;990041091260205510
510;UM519945;990049520000205510
511;UM584347;990002401800205510
512;UM519933;990010541910205510
513;UM582087;990013830850205510
514;UM513129;990014044270205510
515;UM630739;990047235150205510
516;UM519961;990009516770205510
517;UM1006926;990062264610205510
518;UM1014193;990016885270205510
519;UM522502;990012598530205510
520;UM518227;990057340250205510
521;UM522523;990014831220205510
522;UM522606;990046831620205510
523;EM000006344402;990055532340205510
524;UM634593;990055532340205510
525;UM1014248;990069344800205510
526;UM1011131;990097543180205510
527;UM522795;990019942040205510
528;UM1012022;990064627050205510
529;UM1006870;990061908130205510
530;UM522650;990012580510205510
531;UM1012793;990073370330205510
532;EM000006373894;990055956150205510
533;UM522562;990057336850205510
534;EM000005533617;990020348230205510
535;UM1008329;990055374900205510
536;EM000006651119;990064994590205510
537;UM522583;990057361360205510
538;UM523795;990013299940205510
539;UM522560;990057336800205510
540;UM522582;990041859990205510
541;UM514155;990057330970205510
542;UM1013517;990046396030205510
543;UM522558;990057336770205510
544;UM1003269;990059227820205510
545;UM522796;990038547070205510
546;UM526237;990057334790205510
547;UM522568;990014280150205510
548;UM1003445;990059718050205510
549;UM1008154;990056927250205510
550;UM522561;990057336830205510
551;UM1010219;990071609040205510
552;UM523798;990012538770205510
553;EM000006651347;990063976720205510
554;UM522813;990010896000205510
555;UM522817;990057330110205510
556;UM522590;990014271730205510
557;UM1005635;990057924240205510
558;UM1011579;990100961680205510
559;UM1015612;990102540310205510
560;UM519907;990018584710205510
561;UM519918;990038680940205510
562;UM582698;990010123840205510
563;UM582699;990016561930205510
564;UM517231;990043949830205510
565;UM519976;990006983600205510
566;EM000006372590;990055751870205510
567;UM517501;990018839760205510
568;UM1004451;990058858250205510
569;UM527433;990046352910205510
570;UM584005;990011274470205510
571;UM520780;990010318080205510
572;UM1005633;990052294590205510
573;UM584007;990011916250205510
574;UM584006;990012099650205510
575;UM527991;990045418440205510
576;UM1014531;990073233530205510
577;UM513566;990057363710205510
578;UM1015431;990101685860205510
579;UM633365;990054300000205510
580;UM1015480;990102646240205510
581;UM578992;990047174440205510
582;UM513328;990057363470205510
583;UM582441;990011007070205510
584;UM520648;990057330360205510
585;UM514163;990011857760205510
586;UM579162;990047404460205510
587;UM1014779;990075707240205510
588;UM1015216;990099536620205510
589;UM582705;990057374560205510
590;UM520647;990011750730205510
591;UM1009610;990062090440205510
592;UM525041;990005969030205510
593;UM633074;990046883110205510
594;UM1008769;990043071950205510
595;UM1009955;990066697480205510
596;UM584545;990011321970205510
597;UM1014778;990075706950205510
598;EM000006373357;990055864010205510
599;EM000006373358;990055864300205510
600;EM000006373243;990055853070205510
601;EM000006373885;990055950910205510
602;EM000005531986;990049623590205510
603;EM000005531475;990043228700205510
604;EM000005531474;'bib_data'
605;EM000006652145;990052030000205510
606;UM524774;990047526360205510
607;EM000007829707;990102114990205510
608;EM000007187964;990073552260205510
609;EM000006519890;990060728140205510
610;UM519435;990057341680205510
611;UM1008469;990059046260205510
612;UM519358;990057369070205510
613;UM630076;990057381560205510
614;UM521743;990057349700205510
615;EM000006651349;990063969720205510
616;EM000006332360;990017380570205510
617;EM000006332358;990017380630205510
618;EM000006332359;990017380660205510
619;EM000006372254;990009830320205510
620;EM000006332702;990054833090205510
621;EM000006332491;990046674110205510
622;EM000006332721;'bib_data'
623;EM000008203178;'bib_data'
624;EM000006344449;990017536370205510
625;EM000005531347;990046507100205510
626;EM000006332709;990054833990205510
627;EM000006344203;990025646390205510
628;EM000006372937;990056238040205510
629;EM000006344340;990055513560205510
630;EM000006332770;990054885040205510
631;EM000006373814;990024584670205510
632;EM000006344526;990055571910205510
633;EM000005531571;990038711580205510
634;EM000006373625;990044091340205510
635;EM000005531759;990041934240205510
636;EM000005531090;990041615570205510
637;EM000006332510;990017535960205510
638;UM521000;990017535960205510
639;EM000005531442;990041134580205510
640;EM000006372084;990017300920205510
641;EM000005533480;990019915510205510
642;EM000005531359;990048930200205510
643;UM523497;990042220510205510
644;EM000005533336;990020173780205510
645;EM000005532858;990040697200205510
646;EM000005531349;990038846140205510
647;EM000007828330;990104854530205510
648;EM000005531164;990048415100205510
649;EM000007828273;990104683210205510
650;EM000005531529;990049068580205510
651;UM518152;990048270880205510
652;EM000005531651;990049170690205510
653;EM000005533759;990051531620205510
654;EM000006518595;990057008780205510
655;EM000006332757;990020620680205510
656;EM000006332573;990011750370205510
657;EM000005613021;990053999090205510
658;EM000005531240;990019799010205510
659;EM000005532162;990050093560205510
660;EM000005533645;990016052360205510
661;EM000007188869;990099102250205510
662;EM000008205489;990059512630205510
663;EM000006332387;990009274600205510
664;EM000007188872;990099101630205510
665;EM000005533963;990042436550205510
666;EM000007828417;990105101230205510
667;EM000006652149;990057669390205510
668;EM000007829708;990101906520205510
669;EM000005533861;990019404440205510
670;EM000006332902;990009170830205510
671;EM000006332603;990054751490205510
672;EM000006344322;990047463240205510
673;EM000007829874;990103472800205510
674;EM000006373322;990014455080205510
675;EM000006373052;990055833940205510
676;EM000006372065;990055190630205510
677;EM000006344089;990055157930205510
678;EM000007829709;990102586460205510
679;EM000006332689;990024920840205510
680;EM000006332841;990005720610205510
681;EM000005533767;990018520490205510
682;EM000005533877;990011979810205510
683;EM000006373251;990025864050205510
684;EM000005533762;990051531630205510
685;EM000005533764;990018559080205510
686;EM000005533770;990051531780205510
687;EM000006373049;990055833430205510
688;EM000008202676;990106051640205510
689;EM000006344181;990012038010205510
690;EM000005533772;990018338220205510
691;EM000005531530;990049068620205510
692;UM513056;990015044830205510
693;EM000006332891;990055031230205510
694;EM000005532420;990046629610205510
695;EM000006373735;990002853360205510
696;EM000005533931;990019223950205510
697;UM579142;990048316920205510
698;UM522700;990057337730205510
699;EM000008201079;990104496300205510
700;EM000006332193;990054478910205510
701;UM1013616;990057340750205510
702;UM630317;990052371180205510
703;UM519128;990057359620205510
704;UM526838;990041810960205510
705;UM584312;990042418220205510
706;UM1006542;990061290610205510
707;EM000007829441;990101072230205510
708;EM000005531302;990041140520205510
709;EM000006518027;990056350910205510
710;EM000006344956;990010674620205510
711;EM000006518671;'bib_data'
712;EM000006373662;990003650840205510
713;EM000006372935;990056236430205510
714;EM000006372118;990055228780205510
715;UM582137;990020884020205510
716;EM000006373377;990014194200205510
717;EM000006372686;990011653540205510
718;EM000005533856;990043419850205510
719;EM000006373673;990006883860205510
720;EM000006652201;990066497060205510
721;EM000005533884;990019547710205510
722;EM000005532414;990005163580205510
723;EM000006652886;990045095320205510
724;EM000006372734;990011061320205510
725;UM516043;990057368570205510
726;EM000007828596;990099979980205510
727;EM000005531364;990041140870205510
728;EM000007691149;990076265490205510
729;EM000005531223;990042843350205510
730;UM516981;990047436090205510
731;EM000006373663;990024928580205510
732;UM525852;990046368590205510
733;EM000005531657;990039284310205510
734;UM582241;990016542570205510
735;EM000006652235;990013860850205510
736;EM000007691270;990097667180205510
737;EM000006519806;990060427980205510
738;UM582304;990019027110205510
739;EM000006373795;990014361180205510
740;UM584642;990048944190205510
741;EM000006373799;990027634390205510
742;EM000006373798;990027634370205510
743;EM000006373712;990051534510205510
744;EM000006373801;990008757860205510
745;EM000006373745;990002187020205510
746;UM521851;990009131380205510
747;EM000007829978;990103862460205510
748;UM634059;990056940110205510
749;EM000008204541;990113437580205510
750;EM000006373822;990012618920205510
751;EM000006373596;990026261340205510
752;EM000006373648;990010626610205510
753;EM000005532412;990012311470205510
754;EM000005532410;990005163610205510
755;UM521835;990014988060205510
756;EM000006373680;990003604830205510
757;UM521812;990045245650205510
758;EM000005532411;990005655830205510
759;EM000006372430;990011011340205510
760;EM000005533886;990017849340205510
761;EM000005531459;990041498960205510
762;EM000005531458;990041348960205510
763;EM000006373659;990008866700205510
764;EM000006373800;990027776650205510
765;EM000006372933;990056236140205510
766;EM000005531791;990015420660205510
767;EM000005531210;990044497230205510
768;UM514977;990005511970205510
769;EM000006372959;990056240540205510
770;EM000006344957;990004899410205510
771;EM000006373810;990008757910205510
772;EM000006373805;990006807020205510
773;EM000006332688;990006087250205510
774;EM000006518021;990056337960205510
775;EM000006372774;990003454840205510
776;EM000006372915;990055943910205510
777;EM000006373617;990010467800205510
778;EM000006373802;990008757880205510
779;UM518191;990012117180205510
780;EM000006373451;990011421640205510
781;EM000005533535;990051076340205510
782;UM522443;990009485650205510
783;UM1011279;990099307120205510
784;EM000006518933;990050610370205510
785;UM518094;990019382760205510
786;EM000006373721;990046727560205510
787;EM000007691972;990102167710205510
788;EM000005531511;990020884950205510
789;EM000006344941;990010840740205510
790;UM522201;990011872490205510
791;EM000006373793;990025804820205510
792;EM000006332108;990053837550205510
793;EM000007829650;990102516320205510
794;EM000006373730;990026252680205510
795;UM578078;990011093280205510
796;EM000006372244;990005656700205510
797;UM522285;990057331120205510
798;UM522238;990012147430205510
799;EM000006372946;990056239360205510
800;EM000006332541;990016632400205510
801;UM522255;990017510000205510
802;EM000006372057;990006543750205510
803;UM578002;990002850920205510
804;EM000006373719;990003370820205510
805;EM000006373482;990010104910205510
806;UM513098;990015673690205510
807;UM522308;990009357900205510
808;UM522474;990025879690205510
809;EM000006652308;990066659160205510
810;EM000006373416;990012147780205510
811;UM522314;990057334950205510
812;EM000006518070;990056464170205510
813;EM000006373828;990012969280205510
814;EM000005532856;990018403290205510
815;UM522380;990012282810205510
816;UM522303;990010933890205510
817;EM000006373685;990055894350205510
818;EM000006372904;990001114650205510
819;EM000006373439;990011281060205510
820;EM000006372711;990010921160205510
821;EM000006372944;990056239210205510
822;EM000006373346;990032529430205510
823;EM000006373756;990001879890205510
824;EM000006372950;990056239550205510
825;EM000006373603;990008870740205510
826;EM000006373724;990008893170205510
827;EM000006373595;990032289930205510
828;EM000006332925;990012534540205510
829;EM000006372242;990015149290205510
830;EM000006332878;990014322760205510
831;EM000006372821;990008928170205510
832;EM000005533552;990039019300205510
833;EM000006652236;990009723990205510
834;EM000005532242;990050488570205510
835;EM000006372749;990003945460205510
836;EM000005532413;990013662670205510
837;EM000006344961;990004778000205510
838;EM000006373755;990017087030205510
839;EM000006344984;990010326560205510
840;EM000005532409;990005163600205510
841;EM000006373838;990012450810205510
842;EM000006652365;990058731230205510
843;EM000005531282;990017516830205510
844;EM000006373713;990025861270205510
845;UM519126;990057374440205510
846;EM000006373385;990012180150205510
847;EM000006372961;990056240820205510
848;EM000006373378;990012413760205510
849;EM000005531761;990045819780205510
850;EM000006332890;990055030890205510
851;EM000007187669;990063723110205510
852;EM000006332774;990009357510205510
853;EM000006373951;990056295840205510
854;EM000006332527;990025654190205510
855;UM518140;990010642340205510
856;EM000006652405;990068574470205510
857;EM000006332531;990016084060205510
858;EM000006332401;990014543120205510
859;EM000006373754;990024206220205510
860;EM000006372243;990009259840205510
861;EM000006332756;990005545320205510
862;UM516965;990003013530205510
863;EM000006373578;990009576900205510
864;EM000006372411;990011491730205510
865;EM000008203148;990025779990205510
866;EM000006373589;990019254790205510
867;UM1014149;990066980880205510
868;EM000005531505;990048988630205510
869;EM000006373477;990011428810205510
870;EM000006344993;990046408570205510
871;EM000005531166;990048415150205510
872;EM000006372586;990055750720205510
873;EM000006373723;990008922450205510
874;EM000006373774;990024865830205510
875;EM000006373644;990025250670205510
876;EM000006332514;990010084380205510
877;EM000005531987;990049623600205510
878;EM000008204904;990113632660205510
879;EM000006373491;990055872280205510
880;EM000006651241;990059940830205510
881;EM000005531062;990044107290205510
882;EM000006650675;990055390520205510
883;EM000006373129;990017994290205510
884;EM000006372901;990001998180205510
885;EM000005531849;990041533130205510
886;EM000008202754;990105843250205510
887;EM000006344949;990010546700205510
888;EM000005532939;990053301780205510
889;BARCODE;'bib_data'
890;EM000008205668;99116991388805510
891;EM000006650034;990057197540205510
892;EM000006650664;990049098360205510
893;EM000008203109;990108630180205510
894;EM000006650633;990057427320205510
895;EM000007187279;990066202200205510
896;EM000006344013;990013847320205510
897;EM000006372671;990010413090205510
898;EM000006344506;990047144830205510
899;EM000006372717;990018521500205510
900;EM000006372720;990011278040205510
901;EM000006372784;990002474590205510
902;EM000006650627;990061441970205510
903;EM000006373837;990013521760205510
904;EM000008201237;990105157870205510
905;EM000005531955;990041479680205510
906;EM000006372902;990008677250205510
907;EM000006373124;990013331040205510
908;EM000006372703;990011198510205510
909;EM000006373123;990015668800205510
910;UM521891;990057354770205510
911;UM521889;990014265210205510
912;EM000006652333;990067202230205510
913;EM000007691065;990076033120205510
914;UM524749;990043626680205510
915;UM629989;990057382970205510
916;EM000006518604;990045369660205510
917;UM518635;990057346110205510
918;UM578938;990011028800205510
919;UM630164;990045260330205510
920;UM518570;990018402500205510
921;UM578944;990009572300205510
922;UM519127;990038566880205510
923;UM518576;990020589680205510
924;UM578943;990012001110205510
925;UM518256;990057363750205510
926;UM518574;990019437140205510
927;UM518580;990038320910205510
928;UM518568;990015133950205510
929;UM578941;990011397340205510
930;UM518575;990020589670205510
931;UM518579;990038145340205510
932;UM518623;990049449800205510
933;UM518624;990017805250205510
934;UM578939;990005940250205510
935;UM518569;990015809970205510
936;UM513611;990044989370205510
937;UM578940;990008901720205510
938;UM527062;990046266710205510
