;barcode;mms id
939;UM582119;990015833210205510
940;EM000006373573;990009434230205510
941;EM000006373133;990015434170205510
942;UM518245;990057359690205510
943;UM518248;990057359710205510
944;EM000005533565;990051079120205510
945;EM000006373731;990025898930205510
946;UM521786;990016863680205510
947;UM579846;990005552960205510
948;UM579850;990003679410205510
949;UM579848;990003679420205510
950;UM579845;990006976430205510
951;UM579849;990003679430205510
952;UM579847;990005042140205510
953;UM1003941;990052446850205510
954;UM519134;990057360860205510
955;UM519135;990057360850205510
956;EM000006344947;990015758400205510
957;EM000006372692;990011340860205510
958;EM000006372695;990011035810205510
959;EM000005532109;990049501310205510
960;UM578934;990010334600205510
961;UM1011592;990101044260205510
962;EM000005533778;990014503580205510
963;UM518257;990057363070205510
964;EM000008202560;990103994140205510
965;UM518801;990011391150205510
966;UM518800;990006539490205510
967;UM582048;990009683170205510
968;UM519131;990040819150205510
969;UM518515;990014351440205510
970;UM519359;990057369070205510
971;EM000006518360;990056758210205510
972;UM1006879;990061810670205510
973;UM1006878;990061810670205510
974;UM517465;990041140870205510
975;UM1014393;990071772660205510
976;UM525885;990047504400205510
977;UM1005622;990057923730205510
978;UM519731;990013744200205510
979;UM519732;990013744200205510
980;UM637267;990057333100205510
981;EM000006372443;990010777700205510
982;EM000006373483;990010104910205510
983;UM1008874;990058880680205510
984;EM000005531988;990046084410205510
985;EM000005531989;990049623610205510
986;EM000007187447;990066355660205510
987;EM000007187914;990064272640205510
988;EM000006650630;990054340420205510
989;EM000006518870;990057294130205510
990;UM1012691;990055502920205510
991;UM518871;990057341450205510
992;UM518735;990013627580205510
993;UM582354;990057332150205510
994;UM584224;990005246920205510
995;UM582859;990047471060205510
996;UM518894;990014540140205510
997;UM1007026;990060905890205510
998;UM582156;990057373530205510
999;UM578080;990009097400205510
1000;UM1014215;990067536300205510
1001;UM518975;990057345690205510
1002;UM518957;990016091740205510
1003;UM519038;990017590370205510
1004;UM1010001;990067161610205510
1005;UM582485;990057373950205510
1006;UM1012435;990066038960205510
1007;EM000007828407;990105092850205510
1008;UM582113;990006290880205510
1009;UM1010196;990071473460205510
1010;UM633378;990053785640205510
1011;UM518803;990013283630205510
1012;UM519061;990041861670205510
1013;UM518247;990057359700205510
1014;UM518567;990015133930205510
1015;UM518566;990013807840205510
1016;UM1005618;990057923450205510
1017;UM518851;990013471360205510
1018;UM1012609;990068560360205510
1019;UM584201;990009012960205510
1020;UM586331;990040083400205510
1021;UM518582;990038779050205510
1022;UM518565;990009069950205510
1023;UM578945;990009173630205510
1024;UM518571;990018402470205510
1025;UM582198;990057373580205510
1026;UM518585;990042159320205510
1027;UM518577;990020452250205510
1028;UM578942;990006338940205510
1029;UM518573;990019039860205510
1030;UM518791;990057330200205510
1031;UM519542;990015056950205510
1032;UM525100;990011910610205510
1033;UM584329;990006319960205510
1034;UM1011462;990100672200205510
1035;UM519544;990019543610205510
1036;EM000005531279;990044503600205510
1037;UM527680;990041844160205510
1038;EM000007187081;990065387110205510
1039;EM000005531281;990014092850205510
1040;UM518946;990016742820205510
1041;UM582166;990020123050205510
1042;UM518667;'bib_data'
1043;UM514581;990013950570205510
1044;UM523708;990009487770205510
1045;UM518788;990006108130205510
1046;UM518817;990006859130205510
1047;UM524456;990057353390205510
1048;UM586338;990057378520205510
1049;EM000006373911;990044836900205510
1050;UM518815;990006299670205510
1051;UM1014326;990057391450205510
1052;UM1009337;990063440420205510
1053;UM519540;990011153020205510
1054;UM1013106;990066946610205510
1055;UM579908;990057373040205510
1056;UM1006140;990060662060205510
1057;UM1014395;990071777220205510
1058;UM519428;990018384330205510
1059;UM1014189;990066538090205510
1060;EM000008203702;99116870588005510
1061;UM518243;990058743510205510
1062;UM634011;990051961880205510
1063;UM519125;990038965450205510
1064;UM519129;990057333880205510
1065;UM582017;990006371720205510
1066;UM1012172;990064960380205510
1067;UM519616;990043117920205510
1068;UM1014264;990069759770205510
1069;UM582413;990038389320205510
1070;UM1006461;990060148760205510
1071;UM518446;990012698710205510
1072;UM584845;990047549600205510
1073;UM582201;990038783810205510
1074;UM1014259;990070298480205510
1075;UM519043;990057360770205510
1076;UM584225;990004955670205510
1077;UM1014274;990069614590205510
1078;UM519630;990017421620205510
1079;UM524625;990053764940205510
1080;UM524531;990057335970205510
1081;UM519629;990057335660205510
1082;UM584622;990053764980205510
1083;UM584631;990042999990205510
1084;UM584625;990045926650205510
1085;UM582905;990053765030205510
1086;UM527362;990057369320205510
1087;UM579833;990057372950205510
1088;UM519556;990012937350205510
1089;UM579829;990057372920205510
1090;UM1008652;990059192520205510
1091;UM1012049;990064636750205510
1092;UM519130;990042575510205510
1093;EM000008201858;990059928850205510
1094;UM518223;990057346270205510
1095;UM629190;990057381290205510
1096;UM522719;990057338090205510
1097;UM519745;990057354620205510
1098;UM519746;990057354620205510
1099;UM519578;990015598300205510
1100;UM1009040;990038370950205510
1101;UM1003266;990062559370205510
1102;UM1006969;990062559410205510
1103;UM630293;990057382080205510
1104;UM518249;990020103090205510
1105;UM518811;990013750050205510
1106;UM519552;990012019530205510
1107;UM586330;990050884060205510
1108;UM584363;990017032500205510
1109;UM519670;990057351020205510
1110;UM518252;990057360340205510
1111;UM526823;990057355080205510
1112;UM518244;990057359680205510
1113;UM1009905;990054255210205510
1114;UM518246;990057359610205510
1115;UM518736;990038170730205510
1116;UM518254;990040838930205510
1117;UM518255;990040838930205510
1118;UM522675;990057368970205510
1119;UM513249;990057356700205510
1120;UM1014345;990070271230205510
1121;UM519562;990039060730205510
1122;UM513064;990044809270205510
1123;UM1003138;990059045870205510
1124;UM519212;990015097700205510
1125;UM516297;990045317260205510
1126;UM630543;990057382640205510
1127;UM630546;990052490940205510
1128;UM518802;990006539580205510
1129;UM586329;990052157840205510
1130;UM514197;990045607320205510
1131;EM000005531277;990045249750205510
1132;UM518405;990043899820205510
1133;UM1006449;990061144350205510
1134;UM518756;990006287950205510
1135;EM000007187253;990067344700205510
1136;UM630004;990057381260205510
1137;UM518584;990041111240205510
1138;UM521844;990013670430205510
1139;UM586335;990040846590205510
1140;UM518392;990057365720205510
1141;UM527364;990045386180205510
1142;EM000008202123;990046699510205510
1143;UM1008906;990059842330205510
1144;EM000006518817;990056787140205510
1145;EM000007188575;990073552310205510
1146;UM1003827;990059274960205510
1147;UM519466;990040985670205510
1148;EM000006332192;990019981050205510
1149;EM000007187890;990068192370205510
1150;EM000005531346;990048897480205510
1151;UM1012146;990064959630205510
1152;EM000006344991;990010982890205510
1153;EM000006372872;990044792110205510
1154;UM518358;990038125540205510
1155;UM1011069;990075904920205510
1156;EM000006520049;990057395540205510
1157;UM630955;990057383750205510
1158;UM630616;990056733210205510
1159;UM513289;990057358710205510
1160;UM1005364;990055913100205510
1161;UM517840;990045375160205510
1162;UM1003601;990059886210205510
1163;UM518287;990057340450205510
1164;UM518771;990013471420205510
1165;UM521638;990057360930205510
1166;EM000006373847;990006941310205510
1167;UM518435;990006941310205510
1168;EM000008678399;990108666530205510
1169;UM585959;990057381320205510
1170;UM523668;990057351030205510
1171;EM000006372766;990010379070205510
1172;UM582760;990042178490205510
1173;UM1005106;990057068570205510
1174;EM000008201609;990106153770205510
1175;EM000006372882;990009168010205510
1176;UM518258;990044830990205510
1177;UM1008219;990058088930205510
1178;UM1005279;990057391180205510
1179;UM582734;990016939140205510
1180;UM579832;990010537410205510
1181;UM586340;990057378540205510
1182;UM1006674;990056533030205510
1183;UM1010000;990067161230205510
1184;UM518259;990042356730205510
1185;EM000008203604;990115323930205510
1186;UM518572;990019437030205510
1187;UM586343;990053659510205510
1188;UM586762;990057380060205510
1189;UM1005896;990058631900205510
1190;UM1008218;990058088730205510
1191;UM519121;990057357490205510
1192;UM1004810;990059748760205510
1193;UM1009962;990066598080205510
1194;UM521637;990019371900205510
1195;UM519493;990050093530205510
1196;UM519494;990050093530205510
1197;UM519467;990041156990205510
1198;UM519421;990039131180205510
1199;UM513296;990057359510205510
1200;UM519395;990017773540205510
1201;UM519403;990013892570205510
1202;UM518531;990038656540205510
1203;UM579682;990057372300205510
1204;UM586333;990050883320205510
1205;UM519417;990017751830205510
1206;UM524303;990057344790205510
1207;UM519446;990057353830205510
1208;UM628461;990050582380205510
1209;UM1014777;990073663050205510
1210;UM1011101;990073393590205510
1211;UM1014147;990066053520205510
1212;UM1006304;990060925370205510
1213;UM519433;990057350740205510
1214;UM1009613;990064717630205510
1215;UM1007687;990063675840205510
1216;UM1008551;990059046110205510
1217;UM1013192;990066863680205510
1218;UM1010098;990052757950205510
1219;UM1011731;990099935550205510
1220;UM582918;990047736920205510
1221;UM527375;990057435880205510
1222;UM518583;990041033260205510
1223;UM1014759;990073040230205510
1224;UM582604;990009120010205510
1225;UM524310;990057354690205510
1226;UM527415;990019960200205510
1227;UM519489;990008896650205510
1228;UM524017;990057344100205510
1229;UM527690;990057370250205510
1230;UM586334;990042004360205510
1231;UM579134;990047041660205510
1232;UM1005702;990047311420205510
1233;UM518449;990013634460205510
1234;UM518462;990042529000205510
1235;UM634054;990050575310205510
1236;UM513290;990017797220205510
1237;UM518452;990019638980205510
1238;UM525091;990014492170205510
1239;EM000006372677;990008889010205510
1240;EM000007188185;990064909680205510
1241;EM000005533838;990018218250205510
1242;EM000006344958;990025125240205510
1243;EM000006518304;990056682160205510
1244;EM000006518305;990056682160205510
1245;EM000006518639;990045050930205510
1246;EM000006372748;990046625120205510
1247;UM578937;990010911810205510
1248;EM000005531766;990015655230205510
1249;EM000006373475;990008799410205510
1250;UM1006022;990060082060205510
1251;EM000006372685;990011576310205510
1252;EM000006518873;990057281170205510
1253;EM000006373581;990014351770205510
1254;EM000005533892;990051559240205510
1255;EM000007691061;990072228880205510
1256;UM1010603;990097539050205510
1257;UM1006063;990060368190205510
1258;EM000005531345;990040045870205510
1259;EM000007187550;990070154110205510
1260;EM000006372762;990003563760205510
1261;EM000007691063;990075846310205510
1262;EM000007691062;990057949010205510
1263;EM000007691167;990076253190205510
1264;EM000006373601;990006331650205510
1265;EM000005531276;990048559150205510
1266;EM000007187665;990071579840205510
1267;UM517750;990020833750205510
1268;EM000005533814;990018046930205510
1269;EM000005531316;990048897420205510
1270;EM000005531315;990048897410205510
1271;EM000006372741;990003669730205510
1272;EM000006651316;990063789860205510
1273;UM1012003;990063789860205510
1274;UM1012004;990063789860205510
1275;EM000006372768;990024995690205510
1276;EM000006373345;990013654190205510
1277;EM000005533024;990049623750205510
1278;EM000005531492;990048988410205510
1279;EM000006518420;990000402600205510
1280;EM000005533909;990051661500205510
1281;UM1010206;990070879100205510
1282;UM1012143;990063922090205510
