signatur;adm;hicr;strichcode;inventarnummer;exemplar-id;bestands-id;mms-id
c16004/00;000655713;h;04300003047942;5968635;2316227860005510;2216227870005510;990006557130205510
c16004/1;000414156;h;04300003047943;5968684;2319217750005510;2219217760005510;990004141560205510
c16004/10;000653802;h;04300003047954;5968849;2316246460005510;2216246470005510;990006538020205510
c16004/11;000687982;h;04300003047955;5968857;2318419650005510;2218419680005510;990006879820205510
c16004/12;000911910;h;04300003047956;5968860;2316889960005510;2216889980005510;990009119100205510
c16004/2;000495274;h;04300003047944;5968690;2319127430005510;2219127440005510;990004952740205510
c16004/3;000491984;h;04300003047945;5968692;2319153020005510;2219153060005510;990004919840205510
c16004/4;000512831;h;04300003047946;5968695;2319117540005510;2219117550005510;990005128310205510
c16004/5;000529992;h;04300003047947;5968700;2317531620005510;2217531630005510;990005299920205510
c16004/6;000553925;h;04300003047949;5968713;2317511950005510;2217511960005510;990005539250205510
c16004/7;000573430;h;04300003047950;5968718;2317547640005510;2217547650005510;990005734300205510
c16004/8;000598792;h;04300003047952;5968833;2317544570005510;2217544600005510;990005987920205510
c16004/9;000621170;h;04300003047953;5968844;2316236610005510;2216236620005510;990006211700205510
c16004reg;000914710;h;04300003047957;5968863;2317030410005510;2217030420005510;990009147100205510
c16005/1;000503091;h;;;;;
c16005/2;000503094;h;;;;;
c16005/3;000503105;h;;;;;
c16005/4;000503107;h;;;;;
c16005/5;000503110;h;;;;;
c16005/6;000503112;h;;;;;
c16005/7;000503115;h;;;;;
c16006;004528051;h;;;;;
c16006;004528051;h;;;;;
c16006;004528051;h;;;;;
c16006;004528051;h;;;;;
c16006;004528051;h;;;;;
c16006;004528051;h;;;;;
c16006;004528051;h;;;;;
c16006/1;000364293;h;;;;;
c16006/2;000364294;h;;;;;
c16006/3;000364295;h;;;;;
c16006/4;000671049;h;;;;;
c16006/5;000364296;h;;;;;
c16006/6;000364297;h;04300003047970;5969110;2318486410005510;2218486430005510;990003642970205510
c16006/7;000364298;h;;;;;
c16011/1;000607533;h;;;;;
c16011/10;000607579;h;;;;;
c16011/11;000607580;h;;;;;
c16011/12;000607581;h;;;;;
c16011/13;000607600;h;;;;;
c16011/14;000607601;h;;;;;
c16011/15;000607602;h;;;;;
c16011/16;000607604;h;;;;;
c16011/17;000607606;h;;;;;
c16011/18;000607607;h;;;;;
c16011/19;000607608;h;;;;;
c16011/2;000607559;h;;;;;
c16011/20;000607610;h;;;;;
c16011/21;000607613;h;;;;;
c16011/22;000607614;h;;;;;
c16011/23;000607618;h;;;;;
c16011/24;000607620;h;;;;;
c16011/25;000607626;h;;;;;
c16011/3;000607562;h;;;;;
c16011/4;000607564;h;;;;;
c16011/5;000607567;h;;;;;
c16011/6;000607569;h;;;;;
c16011/7;000607572;h;;;;;
c16011/8;000607574;h;;;;;
c16011/9;000607577;h;;;;;
c16011/e.1;000607623;h;;;;;
c16015;001367111;;04300003075173;7548405;2316068780005510;2216068810005510;990013671110205510
c16015;001367111;;04300003075173;7548405;2316068780005510;2216068810005510;990013671110205510
c16015;001367111;;04300003075173;7548405;2316068780005510;2216068810005510;990013671110205510
c16020nf:1;000566109;;04300003443914;5969866;2317548740005510;2217548750005510;990005661090205510
c16020nf:10;001032448;;04300003443912;5969906;2315692390005510;2215692420005510;990010324480205510
c16020nf:3/1;000646020;;04300003046019;5969890;2316240190005510;2216240200005510;990006460200205510
c16020nf:3/2;000666516;;04300003046020;5969892;2316235490005510;2216235500005510;990006665160205510
c16020nf:3/3;000924675;;04300003046021;5969896;2316852100005510;2216852110005510;990009246750205510
c16020nf:3/4;001953103;;04300003443923;7356308;2316076860005510;2216076870005510;990019531030205510
c16020nf:4;001455880;;04300003046022;5969901;2315983600005510;2215983610005510;990014558800205510
c16020nf:7;001139978;;04300003046023;5969902;2316397980005510;2216398000005510;990011399780205510
c16020/01;000479876;;04300003443913;5969632;2319127840005510;2219127850005510;990004798760205510
c16020/02.1;000479881;;04300003046005;5969645;2319153680005510;2219153700005510;990004798810205510
c16020/02.2;000479883;;04300003046006;5969650;2319266710005510;2219266720005510;990004798830205510
c16020/03;000479884;;04300003046007;5969664;2319253610005510;2219253620005510;990004798840205510
c16020/04;000480029;;04300003046008;5969669;2319273910005510;2219273920005510;990004800290205510
c16020/05;000480033;;04300003046009;5969679;2319118650005510;2219118660005510;990004800330205510
c16020/06;000480036;;04300003046010;5969682;2319244520005510;2219244530005510;990004800360205510
c16020/07;000292515;;04300003046011;5969687;2318568870005510;2218568880005510;990002925150205510
c16020/08;000480110;;04300003046012;5969694;2319260060005510;2219260070005510;990004801100205510
c16020/09;000480114;;04300003046013;5969699;2319186240005510;2219186250005510;990004801140205510
c16020/10;000480116;;04300003046014;5969709;2319288100005510;2219288110005510;990004801160205510
c16020/11;000480122;;04300003046015;5969715;2319157480005510;2219157490005510;990004801220205510
c16022/1;000411480;;04300003046026;5970043;2319153800005510;2219153860005510;990004114800205510
c16022/10;000486036;;04300003046035;5970088;2319155380005510;2219155420005510;990004860360205510
c16022/11;000486066;;04300003046036;5970090;2319217540005510;2219217550005510;990004860660205510
c16022/12;000486069;;04300003046037;5970092;2319198250005510;2219198260005510;990004860690205510
c16022/13;000486071;;04300003046038;5970099;2319189560005510;2219189570005510;990004860710205510
c16022/14;000492852;;04300003046039;5970100;2319150700005510;2219150710005510;990004928520205510
c16022/15;000499309;;04300003046040;5970107;2319203500005510;2219203510005510;990004993090205510
c16022/16;000501805;;04300003046041;5970113;2319148210005510;2219148220005510;990005018050205510
c16022/17;000517705;;04300003046042;5970115;2319207630005510;2219207640005510;990005177050205510
c16022/2;000486027;;04300003046027;5970053;2319159930005510;2219160000005510;990004860270205510
c16022/3;000486028;;04300003046028;5970056;2319117830005510;2219117840005510;990004860280205510
c16022/4;000486029;;04300003046029;5970057;2319207720005510;2219207730005510;990004860290205510
c16022/5;000486030;;04300003046030;5970061;2319113220005510;2219113230005510;990004860300205510
c16022/6;000486031;;04300003046031;5970067;2319135900005510;2219135910005510;990004860310205510
c16022/7;000486032;;04300003046032;5970072;2319144890005510;2219144900005510;990004860320205510
c16022/8;000486033;;04300003046033;5970076;2319260490005510;2219260500005510;990004860330205510
c16022/9;000486035;;04300003046034;5970078;2319160690005510;2219160700005510;990004860350205510
c16022/ind;000542012;;em000006517062;6164940;2317542970005510;2217542980005510;990005420120205510
c16022/sup;000529946;;;;;;
c16022:1;004426867;h;;;;;
c16022:10;004426867;h;;;;;
c16022:11;004426867;h;;;;;
c16022:12;004426867;h;;;;;
c16022:2;004426867;h;;;;;
c16022:3;004426867;h;;;;;
c16022:4;004426867;h;;;;;
c16022:5;004426867;h;;;;;
c16022:6;004426867;h;;;;;
c16022:7;004426867;h;;;;;
c16022:8;004426867;h;;;;;
c16022:9;004426867;h;;;;;
c16022r.1-4;001618443;;04300003046653;5993302;2319368370005510;2219368380005510;990016184430205510
c16022r13-16;001618467;;04300003046656;5993374;2319361490005510;2219361500005510;990016184670205510
c16022r5-8;001618447;;04300003046655;5993314;2319293960005510;2219293970005510;990016184470205510
c16022r9-12;001618460;;04300003046654;5993352;2319319750005510;2219319760005510;990016184600205510
c16023;002669650;;;;;;
c16023/1;002669649;;04300003046043;;2319022430005510;2219022440005510;990049958950205510
c16023/10;002669671;;04300003046053;;2318886770005510;2218886800005510;990050209740205510
c16023/11;002669672;;04300003046054;;2318970520005510;2218970530005510;990050106150205510
c16023/12;002669673;;04300003046055;;2318938250005510;2218938260005510;990050106280205510
c16023/2;002669651;;04300003046045;;2319013080005510;2219013090005510;990049959220205510
c16023/3;002669652;;04300003046046;;2318969140005510;2218969150005510;990050209060205510
c16023/4;002669653;;04300003046047;;2318878730005510;2218878740005510;990050209170205510
c16023/5;002669666;;04300003046048;;2318871770005510;2218871780005510;990050133620205510
c16023/6;002669667;;04300003046049;;2318917850005510;2218917860005510;990050133660205510
c16023/7;002669668;;04300003046050;;2318977610005510;2218977640005510;990050209220205510
c16023/8;002669669;;04300003046051;;2318989870005510;2218989880005510;990050209630205510
c16023/9;002669670;;04300003046052;;2318873360005510;2218873370005510;990050209660205510
c16025:ed.4;002012436;;04300003064566;;2315005720005510;2215005730005510;990020124360205510
c16026:01;004472667;h;;;;;
c16026:02;004472667;h;;;;;
c16026:03;004472667;h;;;;;
c16026:04;004472667;h;;;;;
c16026:05;004472667;h;;;;;
c16026:06;004472667;h;;;;;
c16026:07;004472667;h;;;;;
c16026:08;004472667;h;;;;;
c16026:09;004472667;h;;;;;
c16026:10;004472667;h;;;;;
c16026:11;004472667;h;;;;;
c16026:12;004472667;h;;;;;
c16026:13;004472667;h;;;;;
c16026:14;004472667;h;;;;;
c16026:15;004472667;h;;;;;
c16026:16;004472667;h;;;;;
c16026:17;004472667;h;;;;;
c16026:18;004472667;h;;;;;
c16026:19;004472667;h;;;;;
c16026:20;004472667;h;;;;;
c16026:21;004472667;h;;;;;
c16026:22;004472667;h;;;;;
c16026:23;004472667;h;;;;;
c16026:24;004472667;h;;;;;
c16026:25;004472667;h;;;;;
c16026:26;004472667;h;;;;;
c16026:27;004472667;h;;;;;
c16026:28;004472667;h;;;;;
c16026:29;004472667;h;;;;;
c16026:30;004472667;h;;;;;
c16026:31;004472667;h;;;;;
c16026:32;004472667;h;;;;;
c16026:33;004472667;h;;;;;
c16026:34;004472667;h;;;;;
c16026:35;004472667;h;;;;;
c16026:36;004472667;h;;;;;
c16026:37;004472667;h;;;;;
c16026:38;004472667;h;;;;;
c16026:39;004472667;h;;;;;
c16026:40;004472667;h;;;;;
c16032/01;000157915;;04300003046066;5970615;2318575090005510;2218575100005510;990001579150205510
c16032/01e;000157917;;04300003046068;5970635;2318527710005510;2218527740005510;990001579170205510
c16032/02;000157916;;04300003046067;5970626;2318539910005510;2218539960005510;990001579160205510
c16032/02e;000157918;;04300003046069;5970643;2318573620005510;2218573630005510;990001579180205510
c16040/1.1;000017217;;;;;;
c16040/1.2;000017217;;;;;;
c16040/4;000017217;;;;;;
c16040/5;000017217;;;;;;
c16040/6;000017217;;;;;;
c16040/7;000017217;;;;;;
c16040/8;000017217;;;;;;
c16041;001910998;;04300003443693;7171328;2316787170005510;2216787180005510;990019109980205510
c16042:1;001949790;;04300003443994;7431317;2316178680005510;2216178690005510;990019497900205510
c16042:2;001973483;;04300003443993;7431332;2316004850005510;2216004860005510;990019734830205510
c16042:3;001973492;;04300003443992;7431340;2316142740005510;2216142750005510;990019734920205510
c16042:4;001973497;;04300003443985;7431346;2316006440005510;2216006450005510;990019734970205510
c16042:5;001973502;;04300003443984;7431353;2315998330005510;2215998340005510;990019735020205510
c17003/1;000373987;;04300003046090;5970821;2318529360005510;2218529400005510;990076603100205510
c17003/2;000373988;;;;;;
c17003/3;000544284;;;;;;
c17003/4;000544294;;;;;;
c17004/1;000571917;;;;;;
c17004/2;000616297;;;;;;
c17004/3;000661163;;;;;;
c17004/93;000919328;;04300003046100;5974070;2316961580005510;2216961590005510;990009193280205510
c17004/95;001441193;;;;;;
c17005;002011784;;;;;;
c17005;003902037;;;;;;
c17005:1;002011784;;;;;;
c17505;000716731;;;;;;
c17505/1;000716730;;;;;;
c17505/3;000716732;;;;;;
c17505/4;000716733;;;;;;
c17505/5;000716734;;;;;;
c17505/6;000716735;;;;;;
c17505/7;000716736;;04300003046109;5974255;2318314160005510;2218314220005510;990000416530205510
c17510;000300062;h;04300003046116;5974299;2318413720005510;2218413730005510;990003000620205510
c17511;004183797;;;;;;
c18504;000594785;;04300003046102;5974169;2317506170005510;2217506180005510;990005947850205510
c18505;002008078;;04300003075579;7818314;2315103550005510;2215103560005510;990020080780205510
c18506/1;001215617;;;;;;
c18506/2;000903262;;;;;;
c18506/3;001389184;;;;;;
c18508/1;001612153;;;;;;
c18508/2;001612158;;;;;;
c18508/3;001612164;;;;;;
c18510cdv1.5;002802700;h;;;;;
c18510:1ed.10;001634346;h;;;;;
c18510:1ed.9;000525804;h;;;;;
c18510:2ed.10;001772083;h;;;;;
c18510:2ed.9;000544336;h;;;;;
c18510:3ed.10;001839109;h;;;;;
c18510:3ed.9;000570618;h;;;;;
c18510:4ed.10;001924964;h;;;;;
c18510:4ed.9;000597350;h;;;;;
c18510:5ed.10;001988676;h;;;;;
c18510:5ed.9;000630900;h;;;;;
c18510:6ed.10;002059080;h;;;;;
c18510:6ed.9;000649871;h;;;;;
c18511;000668194;;;;;;
c18512;001304198;;04300003046164;5974886;2316183310005510;2216183320005510;990013041980205510
c18513;001404253;;04300003046165;5974896;2316006930005510;2216006960005510;990014042530205510
c18515/1;000269884;;04300003046166;5975006;2318550950005510;2218550960005510;990002698840205510
c18515/2;000269885;;04300003046167;5975013;2318533190005510;2218533200005510;990002698850205510
c18516/1;000232772;;04300003046169;5975030;2318578400005510;2218578420005510;990002327720205510
c18516/2;000232772;;;;;;
c18519/1;001024121;;04300003046172;5975057;2315519810005510;2215519890005510;990010241210205510
c18519/2;001024121;;;;;;
c18527/1;000268153;;04300003046184;5975155;2318476340005510;2218476350005510;990002681530205510
c18527/2;000268152;;;;;;
c18527a/1;000649452;;04300003046186;5975169;2316377750005510;2216377760005510;990012085830205510
c18527a/2;000601565;;04300003046187;5975183;2317510280005510;2217510290005510;990006015650205510
c18528/1;000583742;;;;;;
c18529/1;000344367;;;;;;
c18529/2;000344368;;;;;;
c18530;000484230;;;;;;
c18531cd;001937051;;;;;;
c18533:ed.2;002042534;;04300003075345;7659197;2315376560005510;2215376570005510;990020425340205510
c18534:ed.2;002089337;;04300003075614;;2318377520005510;2218377530005510;990020893370205510
c18535;001797524;;;;;;
c18537;004873809;;;;;;
c18713;002798664;;;;;;
c18713/95;002798664;;;;;;
c18714;002807067;;;;;;
c18714:1998;002764376;;;;;;
c18714:2001;004026256;;04300003075744;;2316321490005510;2216321500005510;990040405150205510
c20007;000321716;;;;;;
c20010a;000313366;;04300003047677;5957052;2318403770005510;2218403780005510;990003133660205510
c20014;000514057;;04300003047774;5958409;2319190110005510;2219190120005510;990005140570205510
c20023;002669303;;04300003047671;5957240;2319120640005510;2219120650005510;990026693030205510
c20023a/1;000632774;;;;;;
c20023a/2;000632779;;;;;;
c20023a/3;000632822;;;;;;
c20024;001523368;;;;;;
c20024ex.a;001523368;;;;;;
c20025;001566281;;04300003047675;5957022;2318003900005510;2218003910005510;990015662810205510
c20026/1;001410576;;;;;;
c20026/2;001420958;;;;;;
c20027;000899484;;;;;;
c20029;001563837;;;;;;
c20029ex.a;001563837;;;;;;
c20030;000146430;;;;;;
c20030ex.a;000146430;;;;;;
c20032;001559468;;;;;;
c20033;001563808;;04300003047686;5957142;2317988430005510;2217988440005510;990015638080205510
c20034;001606487;;04300003047687;5957165;2319339470005510;2219339480005510;990016064870205510
c20037;000904236;;;;;;
c20042:ed.6;001943182;h;;;;;
c20042a;000276299;;;;;;
c20044;000557804;;;;;;
c20046;000908297;h;04300003047699;5957361;2318346700005510;2218346710005510;990009082970205510
c20048;000078125;;04300003047701;5957378;2318242240005510;2218242250005510;990000781250205510
c20049;001592268;;04300003047702;5957413;2317984800005510;2217984810005510;990015922680205510
c20051;000147543;;04300003047704;5957428;2318529820005510;2218529830005510;990001475430205510
c20058;000604972;;04300003047714;5957564;2316247620005510;2216247630005510;990006049720205510
c20062;001653465;;;;;;
c20063;000156113;;04300003047716;5957576;2318599580005510;2218599590005510;990001561130205510
c20064;001775301;;04300003072846;6712391;2316986340005510;2216986350005510;990017753010205510
c20065;001893665;;04300003047717;5957660;2316773240005510;2216773250005510;990018936650205510
c20067;000967384;;04300003047718;5957599;2316900650005510;2216900660005510;990009673840205510
c20068;000201074;;04300003047719;5957603;2318575650005510;2218575660005510;990002010740205510
c20070;000207985;;04300003047721;5957623;2318514860005510;2218514870005510;990002079850205510
c20073;000222860;;04300003047724;5957641;2318579160005510;2218579170005510;990002228600205510
c20077/1;001412954;;;;;;
c20079;000325439;;;;;;
c20083;000276315;;04300003047732;5957714;2318517710005510;2218517720005510;990002763150205510
c20084;000470304;;;;;;
c20085;000473524;;04300003047733;5957742;2319165440005510;2219165450005510;990004735240205510
c20086/1;001606672;;;;;;
c20086/2;001606673;;;;;;
c20087;000468887;;;;;;
c20088;000536990;;04300003047738;5957799;2317490120005510;2217490130005510;990005369900205510
c20090;000969250;;04300003047740;5957820;2317043040005510;2217043050005510;990009692500205510
c20091;001132431;h;04300003072395;6399950;2316474740005510;2216474750005510;990011324310205510
c20092;000636382;;04300003047741;5957827;2316235990005510;2216236000005510;990006363820205510
c20094;001520381;;;;;;
c20095;001563553;;;;;;
c20096;001940653;;;;;;
c20097;001747925;;04300003443905;7345958;2317029330005510;2217029340005510;990017479250205510
c20098;001829419;h;;;;;
c20099;002816045;h;04300003064608;;2316588710005510;2216588720005510;990038323900205510
c20100:ed.2;002817918;h;;;;;
c20101;001932519;h;;;;;
c20306;000085720;;;;;;
c20602;000298861;;;;;;
c20614;000898908;;;;;;
c20618;000514011;;;;;;
c20621;001381029;;;;;;
c20624;000966186;;04300003047759;5958075;2316832470005510;2216832480005510;990009661860205510
c20626;000793299;;04300003047762;5958101;2318440300005510;2218440320005510;990007932990205510
c20626ex.a;000793299;;;;;;
c20628;000559725;;;;;;
c20629;001606864;;04300003047766;5958273;2319344910005510;2219344920005510;990016068640205510
c20632;000309273;;04300003047768;5958309;2318454970005510;2218454980005510;990003092730205510
c20633;000328701;;04300003047769;5958326;2318548860005510;2218548870005510;990003287010205510
c20635;000180379;;;;;;
c20635b;000180379;;;;;;
c20636;000247333;;04300003047771;5958349;2318605590005510;2218605600005510;990002473330205510
c20637;001606896;;04300003047772;5958386;2319326080005510;2219326100005510;990016068960205510
c20637ex.a;001606896;;;;;;
c20638;000329294;;04300003047773;5958395;2318541100005510;2218541110005510;990003292940205510
c20640:ed.2;000667364;;;;;;
c20640:ed.2ex.a;000667364;;;;;;
c20641;001976850;h;04300003075882;;2316086660005510;2216086680005510;990019768500205510
c20642;000700830;;04300003075881;;2318438060005510;2218438070005510;990007008300205510
c21635:2;004426910;;;;;;
c21003;002138719;;04300003047777;5958506;2318485840005510;2218485850005510;990021387190205510
c21004:1;000896098;;04300003045291;;2318331800005510;2218331890005510;990008960980205510
c21004:2;000896098;;;;;;
c21005;000895473;;04300003047779;5958534;2318340280005510;2218340290005510;990008954730205510
c21009/22;000896053;;04300003047785;5959224;2318474100005510;2218474110005510;990008960530205510
c21010;001581072;;04300003047786;5959306;2317865680005510;2217865690005510;990015810720205510
c21012;001381042;;04300003047788;5959380;2316215800005510;2216215810005510;990013810420205510
c21019a;000953504;;04300003047793;5959535;2316889030005510;2216889040005510;990009535040205510
c21022;001607298;;04300003047801;5959756;2319363420005510;2219363430005510;990016072980205510
c21023;001369418;;;;;;
c21026;000666920;;04300003047804;5959861;2316227710005510;2216227720005510;990006669200205510
c21028;001491212;;04300003047803;5959864;2316069560005510;2216069570005510;990014912120205510
c21031;000536898;;04300003047806;5959881;2317546980005510;2217546990005510;990005368980205510
c21032;000557710;;;;;;
c21035;001607356;;04300003047810;5959957;2319350410005510;2219350420005510;990016073560205510
c21036;001607363;;04300003047811;5959995;2319370950005510;2219370960005510;990016073630205510
c21036ex.a;001607363;;;;;;
c21040;000557388;;04300003047815;5960029;2317509110005510;2217509120005510;990005573880205510
c21042;000650676;;04300003047820;5960074;2316243270005510;2216243280005510;990006506760205510
c21045a/2;001607417;;04300003047825;5960231;2319307330005510;2219307340005510;990016074170205510
c21045a/3;001607423;;04300003047826;5960256;2319349050005510;2219349060005510;990016074230205510
c21048:1;000393186;;04300003443273;7004260;2315478990005510;2215479020005510;990003931850205510
c21048:2;000393187;;;;;;
c21048:2ex.a;000393187;;;;;;
c21048:ed.3;001893160;h;;;;;
c21049;000107715;;04300003047841;5967279;2318305530005510;2218305540005510;990001077150205510
c21050;000085122;;04300003047842;5967294;2318217600005510;2218217610005510;990000851220205510
c21051;000121983;;;;;;
c21051/1.1;001016952;;;;;;
c21051/1.2;000141942;;;;;;
c21051/2.1;001618568;;;;;;
c21051/3.1;001618571;;;;;;
c21051/3.2;000121983;;;;;;
c21051/4.1;000359870;;;;;;
c21051/7.1;001609661;;;;;;
c21051/7.2;000124169;;;;;;
c21052;000114743;;04300003047843;5967301;2318594230005510;2218594240005510;990001147430205510
c21053;001575544;;04300003047844;5967305;2317909210005510;2217909220005510;990015755440205510
c21056;000557797;;04300003047846;5967322;2317506470005510;2217506480005510;990005577970205510
c21056ex.a;000557797;;;;;;
c21058;000648483;;04300003047849;5967348;2316237300005510;2216237310005510;990006484830205510
c21063;000076440;;04300003047854;5967402;2318241370005510;2218241390005510;990000764400205510
c21063/1;000410836;;04300003047855;5967413;2319200720005510;2219200730005510;990004108360205510
c21063/2;000410837;;04300003047856;5967419;2319285300005510;2219285310005510;990004108370205510
c21063/3;001609941;;04300003047859;5967428;2319323930005510;2219323940005510;990016099410205510
c21063/4;000410838;;04300003047857;5967422;2319228850005510;2219228860005510;990004108380205510
c21063/5;000410839;;04300003047858;5967424;2319185670005510;2219185680005510;990004108390205510
c21064;001380831;;04300003047860;5967620;2316090970005510;2216090990005510;990013808310205510
c21064ed.2;001523803;h;;;;;
c21065;000125555;;04300003047861;5967626;2318590490005510;2218590500005510;990001255550205510
c21066;000422231;;04300003047862;5967639;2318216270005510;2218216280005510;990000225860205510
c21067;000217025;;04300003047863;5967644;2318574640005510;2218574650005510;990002170250205510
c21070;000214038;;04300003047866;5967653;2318593440005510;2218593450005510;990002140380205510
c21071;000499760;;04300003047868;5967657;2319220220005510;2219220240005510;990004997600205510
c21071ex.a;000499760;;;;;;
c21072;000953568;;04300003047869;5967664;2316907470005510;2216907480005510;990009535680205510
c21073;001610002;;04300003047870;5967676;2319362440005510;2219362460005510;990016100020205510
c21075;000299632;;;;;;
c21076;000325614;;;;;;
c21076ex.a;000325614;;04300003047875;5967716;2318410350005510;2218410360005510;990003256140205510
c21078;001069362;;;;;;
c21078/1ed.2;001546646;h;;;;;
c21078/2ed.2;001546653;h;;;;;
c21078a/1;000560878;;;;;;
c21078a/2;000499260;;;;;;
c21078b/2;000499260;;;;;;
c21079/1;000488082;h;;;;;
c21079a/1;000488082;;04300003047881;5967754;2319114830005510;2219114840005510;990004880820205510
c21080;000891864;;04300003045468;6127462;2318493890005510;2218493900005510;990008918640205510
c21082;001896158;h;04300003443627;7116735;2316810840005510;2216810860005510;990018961580205510
c21083:ed.4;001823893;h;;;;;
c21084;002078463;;04300003064307;;2318489590005510;2218489600005510;990020784630205510
c21502;000147219;;04300003047276;5938032;2318595370005510;2218595380005510;990001472190205510
c21503;000537585;;04300003047277;5938033;2317509010005510;2217509020005510;990005375850205510
c21505;001741043;;04300003072888;6732011;2317040410005510;2217040420005510;990017410430205510
c21506;001600196;;04300003047279;5938034;2319344570005510;2219344580005510;990016001960205510
c21507;000672172;;04300003047280;5938042;2316257950005510;2216257960005510;990006721720205510
c21509;000754632;;04300003047281;5938372;2318406660005510;2218406670005510;990007546320205510
c21514;000712106;;04300003047286;5938436;2318383440005510;2218383450005510;990007121060205510
c21515;000650894;;04300003047287;5938465;2316247960005510;2216247970005510;990006508940205510
c21516;001600301;;04300003047288;5938481;2319368550005510;2219368560005510;990016003010205510
c21517;001600305;;;;;;
c21526;000967910;;04300003047298;5938689;2316948960005510;2216948990005510;990009679100205510
c21528;001600394;;04300003047301;5938748;2319285180005510;2219285190005510;990016003940205510
c21529;000690649;;04300003047300;5938742;2318379930005510;2218379980005510;990006906490205510
c21536/2;000970898;;04300003047308;5938833;2316518470005510;2216518480005510;990009708830205510
c21537;001372668;;04300003047311;5938851;2316025170005510;2216025180005510;990013726680205510
c21538;000557864;;04300003047312;5938864;2317533930005510;2217533940005510;990005578640205510
c21538ex.b;000557864;;;;;;
c21539;000634040;;04300003047314;5938872;2316237270005510;2216237280005510;990006340400205510
c21541;001377460;;04300003047319;5939020;2316024200005510;2216024230005510;990013774600205510
c21543;000609287;;04300003047321;5939046;2316220170005510;2216220180005510;990006092870205510
c21545;001575656;;04300003047323;5939070;2317901210005510;2217901220005510;990015756560205510
c21546;001600535;;04300003047324;5939113;2319257220005510;2219257230005510;990042895980205510
c21548;000675151;;04300003047326;5939134;2316239140005510;2216239150005510;990006751510205510
c21550;000714800;;04300003047328;5939208;2318462840005510;2218462870005510;990007148000205510
c21551;004035705;;;;;;
c21554;000940129;;04300003047332;5942371;2316880990005510;2216881000005510;990009401290205510
c21555;000578257;;04300003047333;5942385;2317536200005510;2217536210005510;990005782570205510
c21560;000118665;;04300003047338;5942528;2318579820005510;2218579830005510;990001186650205510
c21564;000100348;;04300003047341;5942619;2318305790005510;2218305800005510;990001003480205510
c21565;000156112;;04300003047342;5942629;2318522390005510;2218522400005510;990001561120205510
c21566;000150304;;04300003047343;5942644;2318598970005510;2218598980005510;990001503040205510
c21568;000328436;;4300003047344;5942801;2318564350005510;2218564360005510;990003284360205510
c21570;000416337;;04300003047346;5942830;2319136480005510;2219136500005510;990004163370205510
c21571;000134448;;;;;;
c21572;000133802;;;;;;
c21573;001378443;;04300003047349;5942897;2316010330005510;2216010340005510;990013784430205510
c21574;000225558;;04300003047350;5942908;2318596410005510;2218596450005510;990002255580205510
c21575;000928421;;04300003047351;5942917;2316921730005510;2216921750005510;990009284210205510
c21576;000081746;;04300003047352;5942925;2318239270005510;2218239280005510;990000817460205510
c21577;001648653;;04300003047353;5943024;2319301160005510;2219301190005510;990016486530205510
c21578;000153175;;04300003047354;5942953;2318566120005510;2218566130005510;990001531750205510
c21580;001667183;;04300003047355;5943021;2319343340005510;2219343350005510;990016671830205510
c21581;000168103;;04300003047356;5942972;2318545970005510;2218545980005510;990001681030205510
c21584;000243069;;04300003047359;5943220;2318609640005510;2218609650005510;990002430690205510
c21585/1;000678180;;04300003047360;5943256;2316919920005510;2216919970005510;990009203270205510
c21586/1;000672814;;04300003047361;5943276;2316225920005510;2216225930005510;990006728140205510
c21588;000513072;;04300003047362;5943295;2319277500005510;2219277510005510;990005130720205510
c21589;000205590;;04300003047363;5943300;2318491090005510;2218491100005510;990002055900205510
c21591;000240866;;04300003047366;5943313;2318587590005510;2218587600005510;990002408660205510
c21591ex.a;001927644;;04300003047367;5943550;2316077890005510;2216077900005510;990019276440205510
c21593;000965898;;04300003047370;5943485;2316941220005510;2216941230005510;990009658980205510
c21593a;000574831;;;;;;
c21594;000719607;;04300003047372;5943498;2318385750005510;2218385760005510;990007196070205510
c21595;000268664;;04300003047373;5943502;2318507620005510;2218507630005510;990002686640205510
c21596/1;000349128;;04300003047374;5943508;2318560520005510;2218560530005510;990003491280205510
c21596/2;000349129;;04300003047375;5943512;2318558810005510;2218558820005510;990003491290205510
c21597;000362884;;;;;;
c21598;000634006;;04300003047377;5943525;2316252890005510;2216252900005510;990006340060205510
c21599;000912924;;;;;;
c21600/1;000511816;h;04300003047379;5943537;2319277320005510;2219277330005510;990005118160205510
c21600/2;000511818;h;04300003047380;5943544;2319162750005510;2219162760005510;990005118180205510
c21601:1;000597964;;04300003047381;5943564;2317532060005510;2217532080005510;990005979560205510
c21601:2;000611251;;;;;;
c21602;000494371;;04300003047382;5943575;2319241760005510;2219241790005510;990004943710205510
c21603;000560084;;04300003047383;5943581;2317538250005510;2217538260005510;990005600840205510
c21604/6;000685225;;04300003047384;5943590;2318395440005510;2218395450005510;990006852250205510
c21605;000571567;;04300003047385;5943601;2317539830005510;2217539840005510;990005715670205510
c21606;001368486;;04300003047386;5943710;2316207690005510;2216207700005510;990013684860205510
c21607/1;000378190;;04300003047387;5943970;2319246910005510;2219246920005510;990003781900205510
c21607/10;000498362;;04300003047396;5944018;2319187270005510;2219187280005510;990004983620205510
c21607/11;000533111;;04300003047397;5944022;2317566840005510;2217566850005510;990005331110205510
