signatur;adm;hicr;strichcode;inventarnummer;exemplar-id;bestands-id;mms-id
c21607/3;000402521;;04300003047389;5943982;2319210200005510;2219210230005510;990004025210205510
c21607/5;000496401;;04300003047391;5943991;2319222250005510;2219222260005510;990004964010205510
c21607/6;000498298;;04300003047392;5944000;2319236270005510;2219236280005510;990004982980205510
c21607/7;000498304;;04300003047393;5944003;2319150840005510;2219150850005510;990004983040205510
c21607/8;000498356;;04300003047394;5944007;2319257610005510;2219257630005510;990004983560205510
c21607/9;000498351;;04300003047395;5944009;2319164320005510;2219164350005510;990004983510205510
c21608;001435800;h;;;;;
c21609;001734970;;04300003072266;6377234;2316849090005510;2216849100005510;990017349700205510
c21610;000389023;;04300003047398;5944030;2319283400005510;2219283410005510;990003890230205510
c21611;000933238;;04300003047399;5944034;2316959480005510;2216959490005510;990009332380205510
c21612;000015520;;;;;;
c21613;000015520;;;;;;
c21614;000015520;;04300003047403;5944102;2318211930005510;2218211970005510;990000155200205510
c21615;000015520;;;;;;
c21616;001552164;h;04300003072243;6375074;2317915080005510;2217915090005510;990015521640205510
c21617:1;000525397;;;;;;
c21617:2;000611720;;;;;;
c21617:3;000622537;;;;;;
c21617:4;000581042;;;;;;
c21617:5;000527968;;;;;;
c21617:6;000622687;;;;;;
c21617:7;000922036;;;;;;
c21617:8;001495731;;;;;;
c21618:4;001951418;;;;;;
c21618:7;002815947;;;;;;
c21618:9;001637058;;;;;;
c21619;001444320;;;;;;
c21620;001551792;;04300003072415;6404509;2317865560005510;2217865570005510;990015517920205510
c21621;001423653;;04300003072400;6401733;2316113630005510;2216113640005510;990014236530205510
c21622:1;001584675;;04300003072765;6710836;2317891510005510;2217891520005510;990015846750205510
c21623:3;001721819;;04300003072524;6432516;2316842970005510;2216842980005510;990017218190205510
c21624;001636831;;04300003072525;6432577;2319363280005510;2219363290005510;990016368310205510
c21625;001548255;;;;;;
c21626;001684849;;04300003443217;6898002;2319374800005510;2219374810005510;990016848490205510
c21627;001684854;;04300003443218;6898009;2319306280005510;2219306290005510;990016848540205510
c21628;001817373;;04300003443417;7007598;2318711150005510;2218711160005510;990018173730205510
c21629;001906004;;04300003443665;7152715;2316748390005510;2216748400005510;990019060040205510
c21630;001818321;;;;;;
c21631;001936625;;04300003443850;7288712;2316178850005510;2216178860005510;990019366250205510
c21632:1;001369328;;04300003075259;7610272;2316189880005510;2216189890005510;990013693280205510
c21632:4;001624385;;04300003075260;7610296;2319319440005510;2219319450005510;990016243850205510
c21632:6;001946427;;04300003075261;7610302;2315985650005510;2215985660005510;990019464270205510
c21632:7;002075552;;04300003075542;7767849;2315002680005510;2215002690005510;990020755520205510
c21633:1;004266037;h;;;;;
c21633:2;004266037;h;;;;;
c21633:3;004266037;h;;;;;
c21633:4;004266037;h;;;;;
c21633:6;004266037;h;;;;;
c21633:8;004266037;h;;;;;
c21633:9;004266037;h;;;;;
c21634;004239098;;;;;;
c21635:1;004426910;;;;;;
c21635:3;004426910;;;;;;
c21635:4;004426910;;;;;;
c22004;000760597;;;;;;
c22012;000146675;;;;;;
c22019;000270451;;04300003047430;5945399;2318430410005510;2218430420005510;990002704510205510
c22019a;000270456;;04300003047431;5945416;2318471500005510;2218471510005510;990002704560205510
c22019b;000270454;;04300003047432;5945428;2318439710005510;2218439730005510;990002704540205510
c22020;000558426;;;;;;
c22022a;000558422;;04300003047435;5945457;2317472040005510;2217472050005510;990005584220205510
c22023;001573487;;04300003047437;5945471;2317869530005510;2217869540005510;990015734870205510
c22024;000793387;;04300003047438;5945485;2318357350005510;2218357360005510;990007933870205510
c22025;001602544;;04300003047440;5945601;2318362610005510;2218362620005510;990021404890205510
c22026;001422011;;04300003047441;5945610;2315960320005510;2215960330005510;990014220110205510
c22028;001602569;;04300003047443;5945697;2317208590005510;2217208600005510;990041168780205510
c22029/3;001602573;;04300003047444;5945727;2319349680005510;2219349690005510;990016025730205510
c22031b;001602577;;;;;;
c22031c;000330505;;;;;;
c22032;000672080;;04300003047448;5945866;2316235540005510;2216235550005510;990006720800205510
c22033;001597674;;;;;;
c22033ex.a;001597674;;;;;;
c22035;000968251;;04300003047451;5945914;2316894300005510;2216894310005510;990009682510205510
c22040a;000084497;;;;;;
c22040b;000084497;;;;;;
c22040c;000084497;;;;;;
c22041/1;000565651;;04300003047456;5945972;2317545000005510;2217545010005510;990005656510205510
c22041/2;000565638;;04300003047457;5945978;2317505140005510;2217505150005510;990005656380205510
c22042;001570633;;04300003047458;5945985;2317905890005510;2217905920005510;990015706330205510
c22044;004452513;;04300003047459;5946023;2315509820005510;2215509850005510;990044525130205510
c22045;000163143;;04300003047460;5946039;2318600180005510;2218600200005510;990001631430205510
c22045ex.a;000163143;;;;;;
c22046;000282859;;04300003047462;5946049;2318489030005510;2218489040005510;990002828590205510
c22047;000218178;;;;;;
c22047:ed.4;001877619;;;;;;
c22048/1;000284734;;;;;;
c22048/1ex.a;000284734;;;;;;
c22049;000664102;;04300003047555;5951135;2316253140005510;2216253150005510;990006641020205510
c22050;000719608;;04300003047467;5946157;2318389510005510;2218389520005510;990007196080205510
c22051;001602696;;04300003047466;5946154;2319350440005510;2219350450005510;990016026960205510
c22054;001602802;;04300003047477;5946548;2319351320005510;2219351330005510;990016028020205510
c22055;001491111;;;;;;
c22055ex.a;001491111;;;;;;
c22056;000208893;;04300003047479;5946564;2318491930005510;2218491940005510;990002088930205510
c22058/1;000210547;;;;;;
c22058/2;000210548;;;;;;
c22059;001540655;;;;;;
c22060;000218262;;04300003047484;5946646;2318552190005510;2218552200005510;990002182620205510
c22061/3;000294113;;;;;;
c22062/80;000038492;;04300003047488;5946850;2318287480005510;2218287490005510;990000384920205510
c22063;000286357;;;;;;
c22065;000383679;;04300003047491;5946885;2319174570005510;2219174580005510;990003836790205510
c22067;000510443;;04300003047493;5946893;2319152850005510;2219152860005510;990005104430205510
c22069;000476701;h;;;;;
c22070ex.anachdr.1;000571994;h;;;;;
c22070nachdr.1;000571994;;;;;;
c22070:2ed.3nachdr.1;004923797;;;;;;
c22071;001659599;;;;;;
c22072:ed.2;001706689;;;;;;
c22073;001969205;;04300003443975;7408896;2316033860005510;2216033910005510;990019692050205510
c22074;001722089;;04300003443976;7409028;2317015740005510;2217015760005510;990017220890205510
c22075;001614402;h;;;;;
c22076;000474534;;;;;;
c22077;000519294;;;;;;
c22078;002030623;h;;;;;
c22079;004242801;h;;;;;
c22080;004412341;h;;;;;
c22084;004392742;;;;;;
c22088;005073992;h;;;;;
c22089:1;001365865;h;;;;;
c22089:2;001441752;h;;;;;
c22090;000492249;h;;;;;
c22304;000761460;;04300003047501;5947091;2318449030005510;2218449040005510;990007614600205510
c22305;000754677;;04300003047502;5947101;2318360280005510;2218360290005510;990007546770205510
c22307;000754644;;04300003047504;5947118;2318330200005510;2218330210005510;990007546440205510
c22309;000712049;;04300003047505;5947128;2318349010005510;2218349020005510;990007120490205510
c22315;000518089;;04300003047511;5949982;2319250520005510;2219250530005510;990005180890205510
c22317/1;002669011;;04300003047515;5950047;2319127930005510;2219127940005510;990026690110205510
c22317/2;002669012;;04300003047516;5950049;2319147210005510;2219147220005510;990026690120205510
c22317/3;002669013;;04300003047517;5950052;2319130730005510;2219130740005510;990026690130205510
c22317/4;002669014;;04300003047518;5950054;2319192190005510;2219192200005510;990026690140205510
c22321;000793394;;04300003047522;5950315;2318354730005510;2218354770005510;990007933940205510
c22322;000716004;;04300003047523;5950331;2318426530005510;2218426540005510;990007160040205510
c22323:3;004359134;;04300003047524;5950350;2316519260005510;2216519270005510;990043591340205510
c22324;000479573;;;;;;
c22324a;001604028;;04300003047527;5950381;2319362290005510;2219362300005510;990016040280205510
c22324b;000158455;;;;;;
c22324c;000672408;;04300003047526;5950368;2316269620005510;2216269630005510;990006724080205510
c22325;000604058;;04300003047529;5950425;2317523650005510;2217523660005510;990006040580205510
c22326/6;000656938;;04300003047533;5950460;2316241540005510;2216241550005510;990006569380205510
c22327;000719612;;;;;;
c22327a;000257539;;04300003072759;6703783;2318485720005510;2218485730005510;990002575390205510
c22328;000540467;;;;;;
c22330;000666612;;04300003047537;5950538;2316245580005510;2216245590005510;990006666100205510
c22331;000108864;;04300003047538;5950550;2318281090005510;2218281100005510;990001088640205510
c22332;000113291;;04300003047539;5950561;2318305850005510;2218305860005510;990001132910205510
c22334;004077143;;04300003047556;5951142;2315476370005510;2215476380005510;990041176450205510
c22335;000410414;;04300003047541;5950621;2319206180005510;2219206190005510;990004104140205510
c22336;000953605;;04300003047542;5950639;2316904130005510;2216904150005510;990009536050205510
c22339;000662543;;04300003047544;5950664;2316220540005510;2216220550005510;990006625430205510
c22339ex.b;000161444;;04300003072134;6346070;2318537950005510;2218537980005510;990001614440205510
c22340;000656855;;04300003047546;5950686;2316226130005510;2216226140005510;990006568550205510
c22346;000177150;;04300003047551;5950804;2318603790005510;2218603800005510;990001771500205510
c22346a;000278109;;04300003047552;5950818;2318514890005510;2218514900005510;990002781090205510
c22349;000184556;;04300003047561;5951619;2318552770005510;2218552780005510;990001845560205510
c22350;000144788;;04300003047562;5951621;2318597930005510;2218597940005510;990001447880205510
c22351;000805887;;04300003047563;5951630;2318484140005510;2218484150005510;990008058870205510
c22353;001290186;;;;;;
c22353a;000275354;;04300003047566;5951691;2318568620005510;2218568630005510;990002753540205510
c22354;000181011;;04300003047568;5954099;2318528670005510;2218528680005510;990001810110205510
c22356;000157450;;04300003047573;5954294;2318619140005510;2218619150005510;990001574500205510
c22358/1;000310881;;;;;;
c22358/2;000310881;;04300003047575;5954316;2318500180005510;2218500230005510;990003108810205510
c22359;000269264;;04300003047577;5954356;2318557560005510;2218557570005510;990002692640205510
c22360;000250706;;04300003047578;5954368;2318605960005510;2218605980005510;990002507060205510
c22361;000251198;;04300003047579;5954375;2318579030005510;2218579040005510;990002511980205510
c22362;000257146;;04300003047580;5954410;2318555420005510;2218555430005510;990002571460205510
c22365/1;001605480;;04300003047581;5954471;2319326660005510;2219326670005510;990016054800205510
c22365/2;001605488;;04300003047582;5954494;2319345820005510;2219345840005510;990016054880205510
c22366;000314063;;04300003047583;5954517;2318410110005510;2218410120005510;990003140630205510
c22367;000227990;;;;;;
c22367:ed.3;002067353;h;04300003064916;;2315079750005510;2215079790005510;990020673530205510
c22368/1;000280608;;04300003047589;5954689;2318573170005510;2218573230005510;990002806070205510
c22368/2;000280609;;;;;;
c22368/3;000280610;;;;;;
c22368/4;000280611;;;;;;
c22368/5;000280612;;;;;;
c22368/6;000280613;;;;;;
c22369/12;000260847;;04300003047590;5954716;2318527940005510;2218527950005510;990002608470205510
c22372;000607647;;04300003047593;5954751;2316235160005510;2216235170005510;990006076470205510
c22373;001267784;;;;;;
c22374;001522243;;04300003047594;5954761;2317919380005510;2217919390005510;990015222430205510
c22375;001391248;;;;;;
c22377;001488078;;04300003047664;5956581;2316174880005510;2216174890005510;990014880780205510
c22378:1;001641175;;04300003072943;6766481;2319372110005510;2219372120005510;990016411750205510
c22378:2;001654612;;04300003072936;6766493;2319364580005510;2219364590005510;990016546120205510
c22379;001832833;h;04300003443245;6911654;2318732430005510;2218732440005510;990018328330205510
c22380;001833134;h;04300003443250;6912543;2318711030005510;2218711040005510;990018331340205510
c22381;004357866;h;;;;;
c22381:ed.3;002009928;h;;;;;
c22384;001532374;;em000005161466;;2317989160005510;2217989190005510;990015323740205510
c22402;000715751;;04300003047597;5954965;2318488590005510;2218488620005510;990007157510205510
c22404;000715753;;04300003047598;5954979;2318386050005510;2218386060005510;990007157530205510
c22405;000715754;;04300003047599;5954992;2318485810005510;2218485820005510;990007157540205510
c22406;004009117;;04300003047603;5955299;2315230680005510;2215230690005510;990040133170205510
c22408;000715757;;04300003047604;5955304;2318368240005510;2218368250005510;990007157570205510
c22409/1;000715759;;04300003047606;5955323;2318399880005510;2218399930005510;990007157590205510
c22410;000672025;;04300003047607;5955331;2316223140005510;2216223150005510;990006720250205510
c22412;000715761;;04300003047609;5955337;2318495180005510;2218495190005510;990007157610205510
c22414/e1;000323489;;04300003047615;5955372;2318454820005510;2218454830005510;990003234890205510
c22417;000715765;;04300003047625;5955541;2318343410005510;2218343420005510;990007157650205510
c22419/1;004237660;;04300003047646;5955914;2317191720005510;2217191740005510;990042376600205510
c22420;000715768;;04300003047627;5955760;2318439890005510;2218439970005510;990007157680205510
c22421/1;004164666;;04300003047629;5955769;2317414970005510;2217414990005510;990041646660205510
c22421/2;004164666;;;;;;
c22422;000715771;;04300003047630;5955774;2318342820005510;2218342830005510;990007157710205510
c22423;000715772;;04300003047631;5955777;2318375800005510;2218375810005510;990007157720205510
c22425;000621887;;04300003047636;5955807;2316249810005510;2216249850005510;990006218860205510
c22426;000715773;;04300003047637;5955815;2318366200005510;2218366210005510;990007157730205510
c22427;000715774;;04300003047638;5955817;2318375530005510;2218375550005510;990007157740205510
c22428;000715775;;04300003047639;5955833;2318414570005510;2218414580005510;990007157750205510
c22433;000148145;;04300003047648;5955923;2318543690005510;2218543700005510;990001481450205510
c22435;000311849;;04300003047649;5955928;2318537920005510;2218537960005510;990003118490205510
c22440/2;000310881;;;;;;
c22441;000311857;;04300003047655;5956472;2318480640005510;2218480660005510;990003118570205510
c22448;004392756;h;;;;;
c22602;000955235;;04300003077996;5913956;2316904960005510;2216904970005510;990009552350205510
c22602ex.b;000955235;;;;;;
c22607;001592417;;04300003047001;5913976;2317856120005510;2217856130005510;990015924170205510
c22608;000557318;;04300003047002;5913981;2317534220005510;2217534230005510;990005573180205510
c22609ed.2;000135300;;;;;;
c22609ed.2dr.3;000135300;;;;;;
c22609ed.2ex.a;000135300;;;;;;
c22609ed.3ex.a;001490165;;04300003072361;6392435;2315997460005510;2215997470005510;990014901650205510
c22610;000144759;;;;;;
c22610ed.2;000585568;;04300003072357;6391864;2317503000005510;2217503010005510;990005855680205510
c22610ed.2ex.a;000585568;;;;;;
c22612b;000668538;;;;;;
c22613;000113687;;04300003047006;5914084;2318533220005510;2218533230005510;990001136870205510
c22631;000926760;;04300003047012;5914267;2316844700005510;2216844710005510;990009267600205510
c22639;000793393;;04300003047016;5914297;2318488170005510;2218488180005510;990007933930205510
c22641d;000558121;;;;;;
c22642;000935890;;;;;;
c22643/2;000437058;;04300003047023;5914456;2319118440005510;2219118450005510;990004370580205510
c22643/3;000288843;;04300003047024;5914462;2318558110005510;2218558120005510;990002888430205510
c22644/1;000153213;;04300003047026;5914611;2318580970005510;2218580980005510;990001532130205510
c22644/2;000153214;;04300003047027;5914626;2318592890005510;2218592900005510;990001532140205510
c22645;000654470;;04300003047028;5914696;2316244070005510;2216244080005510;990006544640205510
c22646;000124169;;;;;;
c22648;000123472;;04300003047030;5914739;2318594130005510;2218594160005510;990001234720205510
c22650;001567590;;04300003047031;5914747;2317895620005510;2217895630005510;990015675900205510
c22652/1;000147471;;04300003047032;5914754;2318525050005510;2218525060005510;990001474710205510
c22652/2;000147472;;04300003047033;5914780;2318548270005510;2218548300005510;990001474720205510
c22653;001592683;;04300003047034;5914808;2317993160005510;2217993190005510;990015926830205510
c22656;000178433;;04300003047037;5914829;2318579730005510;2218579740005510;990001784330205510
c22657;000180880;;04300003047038;5914836;2318584070005510;2218584080005510;990001808800205510
c22659;001592692;;04300003047039;5914841;2317979470005510;2217979480005510;990015926920205510
c22661;000207587;;04300003047041;5914847;2318539310005510;2218539320005510;990002075870205510
c22662;000217567;;;;;;
c22662ex.a;000217567;;;;;;
c22662ex.b;000217567;;;;;;
c22662ex.c;000217567;;;;;;
c22662ex.d;000217567;;;;;;
c22662ex.e;000217567;;;;;;
c22662ex.f;000217567;;;;;;
c22663;000249661;;;;;;
c22663ex.b;000626952;h;;;;;
c22663ex.a;000249661;;;;;;
c22664;000281827;;04300003047051;5914873;2318553740005510;2218553750005510;990002818270205510
c22666;001659026;;;;;;
c22668;000331576;;04300003045179;6103678;2318549790005510;2218549820005510;990003315760205510
c22669;000382005;;;;;;
c22670;000953206;;04300003047056;5914920;2317024470005510;2217024480005510;990009532060205510
c22672:3;000923734;h;;;;;
c22672:8;000523006;;04300002852268;5860699;2317486910005510;2217486920005510;990005230060205510
c22673:1;002029927;h;em000005163510;;2315257260005510;2215257270005510;990020299270205510
c22673:2;002029933;h;em000005163509;;2315151370005510;2215151380005510;990020299330205510
c22673:3;002029936;h;em000005163511;;2315087820005510;2215087840005510;990020299360205510
c22673:4;002029940;h;em000005163508;;2315029880005510;2215029920005510;990020299400205510
c22673:5;004499996;h;;;;;
c22673:6;004644712;h;;;;;
c23007ed.3;001659464;h;;;;;
c23009;000653606;;;;;;
c23009b;000613874;;;;;;
c23010;000557944;;;;;;
c23016;001596107;;04300003047072;5925376;2319309710005510;2219309720005510;990015961070205510
c23018;001596117;;;;;;
c23022;000961058;;;;;;
c23025/19;001596228;;04300003047111;5925935;2319371150005510;2219371160005510;990015962280205510
c23025/33b;000793188;;04300003047100;5925769;2318412240005510;2218412250005510;990007931880205510
c23025/45a;000676508;;;;;;
c23025/47;004401411;;04300003047105;5925862;2316468240005510;2216468250005510;990044014110205510
c23025/49;000686464;;;;;;
c23026/10;000648304;;04300003047118;5926204;2316244830005510;2216244840005510;990006483040205510
c23026/11;000672182;;04300003047119;5926211;2316268600005510;2216268610005510;990006721820205510
c23026/13;000718339;;04300003047122;5926276;2318454380005510;2218454390005510;990007183390205510
c23026/14;000718340;;04300003047123;5926285;2318434980005510;2218434990005510;990007183400205510
c23026/15;000718341;;04300003047125;5926288;2318414370005510;2218414400005510;990007183410205510
c23026/16;000718342;;04300003047124;5926300;2318463040005510;2218463050005510;990007183420205510
c23026/5ex.a;000672179;;04300003047116;5926169;2316226380005510;2216226390005510;990006721790205510
c23026/6;001596313;;04300003047128;5926321;2319375090005510;2219375100005510;990015963130205510
c23026/7;000672181;;04300003047554;5951024;2318340590005510;2218340600005510;990007183370205510
c23026/8;000604459;;04300003047117;5926192;2317524560005510;2217524570005510;990006044590205510
c23029/31;000562932;;04300003047144;5926511;2317500820005510;2217500850005510;990005629320205510
c23029/32;000562934;;04300003047145;5926514;2317543210005510;2217543220005510;990005629340205510
c23029/4;000562944;;04300003047138;5926472;2317536450005510;2217536460005510;990005629440205510
c23029/5;000562946;;04300003047139;5926483;2317559520005510;2217559530005510;990005629460205510
c23030;000716150;;04300003047150;5926577;2318368150005510;2218368160005510;990007161500205510
c23032;000104372;;04300003047152;5926588;2318224130005510;2218224140005510;990001043720205510
c23032ex.a;002691589;;;;;;
c23033;001541936;;04300003047169;5926829;2317910450005510;2217910460005510;990015419360205510
c23037;000602116;;04300003047174;5926868;2317498140005510;2217498160005510;990006021160205510
c23041/3;000007312;;;;;;
c23045;000928548;;04300003047182;5926956;2316946080005510;2216946100005510;990009285480205510
c23046;001596575;;04300003047183;5926980;2319273050005510;2219273060005510;990015965750205510
c23049;000320300;;;;;;
c23051;001056275;;04300003047190;5927055;2315798840005510;2215798850005510;990010562750205510
c23052;001648820;;;;;;
c23053;000500877;;04300003047192;5927068;2319196480005510;2219196510005510;990005008770205510
c23054;001294127;h;04300003047193;5927076;2316084680005510;2216084690005510;990012941270205510
c23055;000925814;h;;;;;
c23056ex.a;000927949;;;;;;
c23057;000623260;h;;;;;
c23058;001445962;h;;;;;
c23059;001532468;h;;;;;
c23060;001872726;h;;;;;
c23061:ed.4;001608516;h;;;;;
c23062;004038975;;;;;;
c23225/1;000256227;;04300003047233;5931591;2318577390005510;2218577400005510;990002562270205510
c23225/2;000102595;;;;;;
c23239;001598599;;04300003047241;5932774;2319282120005510;2219282130005510;990015985990205510
c23239a;001598608;;04300003047242;5932790;2319282700005510;2219282710005510;990015986080205510
c23265:2;001786632;h;;;;;
c23265:3;001786655;h;;;;;
c23265:4;001786691;h;;;;;
c23266repr.1998;002826657;h;;;;;
c23419;000613301;;04300003077636;5900460;2316249640005510;2216249650005510;990006133010205510
c23432;000650614;;;;;;
c23432b;001500344;h;;;;;
c23433;000712671;;04300003077656;5900796;2318351880005510;2218351890005510;990007126710205510
c23434;001588726;;;;;;
c23436;000718335;;04300003077659;5901308;2318338920005510;2218338930005510;990007183350205510
c23437;001382923;;04300003077660;5901361;2316202380005510;2216202390005510;990013829230205510
c23438;000654242;;;;;;
c23441;000672664;;04300003077665;5901514;2316235930005510;2216235940005510;990006726640205510
c23454;000351519;;;;;;
c23455;000361218;;;;;;
c23456;001636482;h;;;;;
c23457;000361608;;;;;;
c23459;001551655;h;04300003047829;5966410;2317878070005510;2217878080005510;990015516550205510
c23460;004044364;h;;;;;
c23600ex.a;000649704;;04300003077687;5902438;2316249780005510;2216249790005510;990006497040205510
c23601:ed.5ex.a;001497870;h;;;;;
c23611;000931552;;04300003077698;5902575;2316803360005510;2216803370005510;990009315520205510
c23614;000512989;;;;;;
c23614a;000083684;;04300003077700;5902620;2318191440005510;2218191450005510;990000836840205510
c23614b;000289782;;;;;;
c23618a;000407734;;;;;;
c23620;001589382;;04300003077711;5903556;2317885340005510;2217885350005510;990015893820205510
c23625a;001422128;;;;;;
c23629;000633398;h;04300003077729;5904489;2316236810005510;2216236820005510;990006333980205510
c23629b;000282755;;04300003077730;5904494;2318423980005510;2218423990005510;990002827550205510
c23632b;000612543;h;04300003077735;5904561;2316239020005510;2216239030005510;990006125430205510
c23642;000894460;;04300003077743;5904822;2318429320005510;2218429330005510;990008944600205510
c23645;000194163;;04300003077744;5904937;2318523370005510;2218523380005510;990001941630205510
c23649;001589906;;;;;;
c23649ed.3;000662984;h;04300003072445;6414670;2316267320005510;2216267340005510;990006629840205510
c23650a;000908164;;04300003077748;5905032;2318463800005510;2218463810005510;990009081640205510
c23656;000217631;;04300003077751;5905074;2318603700005510;2218603710005510;990002176310205510
c23657;001589944;;;;;;
c23660;000376728;;;;;;
c23662;001927667;;04300003077757;5905192;2315968870005510;2215968880005510;990019276670205510
c23663;000470099;;04300003077758;5905130;2319227980005510;2219227990005510;990004700990205510
c23664;000486717;;;;;;
c23665;000723447;;04300003077760;5905183;2318374350005510;2218374370005510;990007234470205510
c23666;000684345;h;04300003077761;5905211;2318461360005510;2218461370005510;990006843450205510
c23667;000552652;;04300003077762;5905217;2317541940005510;2217541950005510;990005526520205510
c23670:ed.3;001988698;h;;;;;
c23672:ed.4;001538573;h;;;;;
c23673;000912437;h;04300003075877;;2317026160005510;2217026180005510;990009124370205510
c23800;001390028;;04300003077767;5908714;2316204950005510;2216204960005510;990013900280205510
c23828ed.2ex.a;000378381;;04300003072478;5925175;2319219250005510;2219219260005510;990003783810205510
c23831b;000349072;;;;;;
c23831c;000932772;h;;;;;
c23845;000657534;h;;;;;
c23846;000684523;h;;;;;
c23847;001893686;h;04300003077820;5909403;2316848840005510;2216848850005510;990018936860205510
c23849;001628612;h;4300003049141;6195622;2319379260005510;2219379270005510;990016286120205510
c23852;001820784;h;04300003443812;7249043;2318741380005510;2218741390005510;990018207840205510
c23853;001418543;h;;;;;
c23854;001368964;h;04300003064475;;2316216200005510;2216216210005510;990013689640205510
c23855;001818323;h;;;;;
c30013b;000558731;;;;;;
c30013c;000558731;;;;;;
c30013d;000558731;;;;;;
c30013e;000955646;;;;;;
c30013f;000955646;;;;;;
c30013g;000955646;;;;;;
c30013h;000955646;;;;;;
c30043;000924361;;04300003077852;5910009;2317024310005510;2217024320005510;990009243610205510
c30043ex.a;000924361;;;;;;
c30044;000908667;h;;;;;
c30045;000890533;h;04300003077855;5910042;2318455840005510;2218455850005510;990008905330205510
c30047;002833507;;;;;;
c30047a;000543683;;;;;;
c30048;001591241;;04300003077859;5910074;2317913210005510;2217913240005510;990015912410205510
c30050;001588952;;04300003077861;5910085;2317895230005510;2217895240005510;990015889520205510
c30050ex.a;001588952;;;;;;
c30051/1;002667898;;;;;;
c30051/2;002667897;;;;;;
c30051/3;002667896;;;;;;
c30051/4;002667895;;;;;;
c30051/5;002667894;;;;;;
c30051/6;002667893;;;;;;
c30051/7;002667892;;;;;;
c30051/8;002667891;;;;;;
c30051a/1;002667899;;;;;;
c30051a/2;002667900;;;;;;
c30055;000100207;;;;;;
c30060;000280741;;04300003077884;5910927;2318515460005510;2218515470005510;990002807410205510
c30063;000398746;;;;;;
c30064;001806841;h;;;;;
c30065;001973734;h;;;;;
c30066;002815173;h;;;;;
c30504;000114935;;;;;;
c30504ex.a;000114935;;;;;;
c30505;000120531;;04300003077895;5911314;2318570960005510;2218570970005510;990001205310205510
c30511;000964462;h;04300003077900;5911377;2316877130005510;2216877140005510;990009644620205510
c30512;004291106;h;;;;;
c31013;000360068;;;;;;
c31019ex.a;000535609;;04300003077915;5911985;2317489060005510;2217489070005510;990005356090205510
c31036;004460766;h;;;;;
c31046;000951429;;;;;;
c31051;000664089;;04300003077977;5912822;2316224220005510;2216224230005510;990006640890205510
c31068;000115227;;04300003077282;5882865;2318535440005510;2218535450005510;990001152270205510
c31070;000677358;;04300003077284;5882885;2316236550005510;2216236560005510;990006773580205510
c31071a;000186392;;04300003077684;5902194;2318548410005510;2218548420005510;990001863920205510
c31073;000144939;;04300003045030;6092985;2318606440005510;2218606450005510;990001449390205510
c31074;000165236;;;;;;
c31075a;000626646;h;;;;;
c31076;001673639;;;;;;
c31087/1;000317283;;04300003077309;5886149;2318468730005510;2218468740005510;990003172830205510
c31087/4;000363409;;04300003077685;5902213;2318499810005510;2218499840005510;990003634090205510
c31087/5;000317293;;04300003077312;5886179;2318556770005510;2218556780005510;990003172930205510
c31087/6.1;000317286;;04300003077313;5886182;2318414080005510;2218414090005510;990003172860205510
c31087/6.2;000505107;;04300003077314;5886184;2319213130005510;2219213140005510;990005051070205510
c31087/7.1;000412143;;04300003077315;5886192;2319242390005510;2219242400005510;990004121430205510
c31087/8;000379017;;04300003077317;5886262;2319222570005510;2219222580005510;990003790170205510
c31090a;000384400;;;;;;
c31090b;000384400;;;;;;
c31091;001584690;;04300003077323;5886491;2317900640005510;2217900650005510;990015846900205510
c31094;000316138;;;;;;
c31097;000335831;;;;;;
c31101;000264595;;04300003077330;5886737;2318469920005510;2218469990005510;990002645950205510
c31102;000212701;;04300003077332;5886762;2318608550005510;2218608560005510;990002127010205510
c31103;000376019;;;;;;
c31105;001755867;;;;;;
c31106;002826142;;;;;;
c31107;000470861;;04300003045033;6092999;2319127690005510;2219127700005510;990004708610205510
c31110;001672247;;04300003077337;7229730;2319373130005510;2219373140005510;990016722470205510
c31113;000401827;;;;;;
c31115;000491439;;;;;;
c31116;000328099;;04300003077344;5886921;2318426470005510;2218426480005510;990003280990205510
c31117;000411815;;;;;;
c31117ex.a;000411815;;;;;;
c31118;001040295;;;;;;
c31119;000374929;;;;;;
c31120;000530905;;;;;;
c31121;000967708;;;;;;
c31123;001928893;;04300003077351;5887056;2315950350005510;2215950360005510;990019288930205510
c31124;000568471;;04300003077352;5887012;2317539360005510;2217539370005510;990005684710205510
c31125;000558659;;04300003077353;5887022;2317494120005510;2217494130005510;990005586590205510
c31126;001658624;;04300003077354;5887054;2319273370005510;2219273380005510;990016586240205510
c31127;000574463;h;;;;;
c31127ex.a;000574463;h;;;;;
c31129;000889699;h;;;;;
c31130;000615628;h;04300003077358;5887115;2316267670005510;2216267680005510;990006156280205510
c31133;000575674;;;;;;
c31134;000600404;h;04300003077361;5887378;2317512140005510;2217512150005510;990006004040205510
c31136;000670386;h;;;;;
c31141;000684965;h;04300003077367;5887470;2318384180005510;2218384190005510;990006849650205510
c31143;000666081;h;;;;;
c31144;000939947;h;;;;;
c31145;001365114;h;04300003049010;6093983;2316057450005510;2216057480005510;990013651140205510
c31146;001395239;h;04300003072092;6256073;2316039400005510;2216039410005510;990013952390205510
c31149/2;000598475;;;;;;
c31150;000512893;;04300003077374;5887872;2319123580005510;2219123610005510;990005128930205510
c31151;000665733;;04300003077375;5887885;2316226990005510;2216227000005510;990006657330205510
